Year,Name,PP,DD,MM,FF,Mode,Ch,Movie,Nom,Pic,Dir,Aml,Afl,PrN,PrW,PrNl,PrWl,Gdr,Gmc,Gd,Gm1,Gm2,Gf1,Gf2,PGA,DGA,SAM,SAF,Age,Length,Days
1988,Hanks,0,0,1,0,2,2,Big,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0
1988,Hoffman,0,0,1,0,3,1,Rain,8,1,1,1,0,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,51,0,0
1988,Olmos,0,0,1,0,4,2,Stand,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1988,Sydow,0,0,1,0,5,2,Pelle,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
1988,Close,0,0,0,1,1,2,Dangerous,7,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1988,Foster,0,0,0,1,2,1,Accused,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0
1988,GriffithM,0,0,0,1,3,2,Working,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0
1988,Streep,0,0,0,1,4,2,Cry,1,0,0,0,1,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1988,Weaver,0,0,0,1,5,2,Gorillas,5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0
1987,Broadcast,1,0,0,0,1,2,Broadcast,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,117
1987,Emperor,1,0,0,0,2,1,Emperor,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,160,115
1987,Fatal,1,0,0,0,3,2,Fatal,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,206
1987,Hope,1,0,0,0,4,2,Hope,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,148
1987,Moonstruck,1,0,0,0,5,2,Moonstruck,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,115
1987,Bertolucci,0,1,0,0,1,1,Emperor,9,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1987,Boorman,0,1,0,0,2,2,Hope,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Hallstrom,0,1,0,0,3,2,Dog,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Jewison,0,1,0,0,4,2,Moonstruck,6,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Lyne,0,1,0,0,5,2,Fatal,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,DouglasMi,0,0,1,0,1,1,Wall,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0
1987,HurtW,0,0,1,0,2,2,Broadcast,7,1,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0
1987,Mastroianni,0,0,1,0,3,2,Dark,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
1987,Nicholson,0,0,1,0,4,2,Ironweed,2,0,0,1,1,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1987,Williams,0,0,1,0,5,2,Vietnam,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0
1987,Cher,0,0,0,1,1,1,Moonstruck,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0
1987,Close,0,0,0,1,2,2,Fatal,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
1987,Hunter,0,0,0,1,3,2,Broadcast,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
1987,Kirkland,0,0,0,1,4,2,Anna,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0
1987,Streep,0,0,0,1,5,2,Ironweed,2,0,0,1,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0
1986,Children,1,0,0,0,1,2,Children,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,178
1986,Hannah,1,0,0,0,2,2,Hannah,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103,416
1986,Mission,1,0,0,0,3,2,Mission,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,150
1986,Platoon,1,0,0,0,4,1,Platoon,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,96
1986,Room,1,0,0,0,5,2,Room,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,349
1986,Allen,0,1,0,0,1,2,Hannah,7,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Ivory,0,1,0,0,2,2,Room,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Joffe,0,1,0,0,3,2,Mission,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Lynch,0,1,0,0,4,2,Velvet,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Stone,0,1,0,0,5,1,Platoon,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1986,Gordon,0,0,1,0,1,2,Round,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
1986,Hoskins,0,0,1,0,2,2,Mona,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0
1986,HurtW,0,0,1,0,3,2,Children,5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1986,Newman,0,0,1,0,4,1,Color,4,0,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
1986,Woods,0,0,1,0,5,2,Salvador,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1986,FondaJ,0,0,0,1,1,2,Morning,1,0,0,0,1,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0
1986,Matlin,0,0,0,1,2,1,Children,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0
1986,Spacek,0,0,0,1,3,2,Crimes,3,0,0,0,1,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,37,0,0
1986,TurnerK,0,0,0,1,4,2,Peggy,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
1986,Weaver,0,0,0,1,5,2,Aliens,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
1985,Africa,1,0,0,0,1,1,Africa,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150,96
1985,Color,1,0,0,0,2,2,Color,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154,96
1985,Kiss,1,0,0,0,3,2,Kiss,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,221
1985,Prizzi,1,0,0,0,4,2,Prizzi,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,283
1985,Witness,1,0,0,0,5,2,Witness,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,409
1985,Babenco,0,1,0,0,1,2,Kiss,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,HustonJ,0,1,0,0,2,2,Prizzi,8,1,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1985,Kurosawa,0,1,0,0,3,2,Ran,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Pollack,0,1,0,0,4,1,Africa,11,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Weir,0,1,0,0,5,2,Witness,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Ford,0,0,1,0,1,2,Witness,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
1985,Garner,0,0,1,0,2,2,Murphy,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
1985,HurtW,0,0,1,0,3,1,Kiss,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1985,Nicholson,0,0,1,0,4,2,Prizzi,8,1,1,1,0,7,2,4,1,0,0,0,0,1,0,0,0,0,0,0,48,0,0
1985,Voight,0,0,1,0,5,2,Runaway,3,0,0,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,47,0,0
1985,Bancroft,0,0,0,1,1,2,Agnes,3,0,0,0,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0
1985,Goldberg,0,0,0,1,2,2,Color,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0
1985,Lange,0,0,0,1,3,2,Sweet,1,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1985,Page,0,0,0,1,4,1,Bountiful,2,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
1985,Streep,0,0,0,1,5,2,Africa,11,1,1,0,1,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1984,Amadeus,1,0,0,0,1,1,Amadeus,11,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,160,187
1984,Killing,1,0,0,0,2,2,Killing,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,143
1984,Passage,1,0,0,0,3,2,Passage,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,59
1984,Places,1,0,0,0,4,2,Places,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,185
1984,Soldier,1,0,0,0,5,2,Soldier,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,192
1984,Allen,0,1,0,0,1,2,Broadway,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Benton,0,1,0,0,2,2,Places,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Forman,0,1,0,0,3,1,Amadeus,11,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1984,Joffe,0,1,0,0,4,2,Killing,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Lean,0,1,0,0,5,2,Passage,11,1,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Abraham,0,0,1,0,1,1,Amadeus,11,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0
1984,Bridges,0,0,1,0,2,2,Starman,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1984,Finney,0,0,1,0,3,2,Volcano,2,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
1984,Hulce,0,0,1,0,4,2,Amadeus,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
1984,Waterston,0,0,1,0,5,2,Killing,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
1984,DavisJ,0,0,0,1,1,2,Passage,11,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
1984,Field,0,0,0,1,2,1,Places,7,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,38,0,0
1984,Lange,0,0,0,1,3,2,Country,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1984,RedgraveV,0,0,0,1,4,2,Bostonians,2,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
1984,Spacek,0,0,0,1,5,2,River,5,0,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1983,Chill,1,0,0,0,1,2,Chill,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,192
1983,Dresser,1,0,0,0,2,2,Dresser,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,125
1983,Stuff,1,0,0,0,3,2,Stuff,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,213
1983,Tender,1,0,0,0,4,2,Tender,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,402
1983,Terms,1,0,0,0,5,1,Terms,11,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,132,138
1983,Beresford,0,1,0,0,1,2,Tender,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Bergman,0,1,0,0,2,2,Fanny,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,BrooksJL,0,1,0,0,3,1,Terms,11,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,Nichols,0,1,0,0,4,2,Silkwood,5,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Yates,0,1,0,0,5,2,Dresser,5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Caine,0,0,1,0,1,2,Rita,3,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0
1983,Conti,0,0,1,0,2,2,Reuben,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
1983,Courtenay,0,0,1,0,3,2,Dresser,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0
1983,Duvall,0,0,1,0,4,1,Tender,5,1,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0
1983,Finney,0,0,1,0,5,2,Dresser,5,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
1983,Alexander,0,0,0,1,1,2,Testament,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
1983,MacLaine,0,0,0,1,2,1,Terms,11,1,1,0,2,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0
1983,Streep,0,0,0,1,3,2,Silkwood,5,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0
1983,Walters,0,0,0,1,4,2,Rita,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0
1983,Winger,0,0,0,1,5,2,Terms,11,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
1982,ET,1,0,0,0,1,2,ET,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,304
1982,Gandhi,1,0,0,0,2,1,Gandhi,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188,124
1982,Missing,1,0,0,0,3,2,Missing,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,423
1982,Tootsie,1,0,0,0,4,2,Tootsie,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119,115
1982,Verdict,1,0,0,0,5,2,Verdict,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,124
1982,Attenborough,0,1,0,0,1,1,Gandhi,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1982,Lumet,0,1,0,0,2,2,Verdict,5,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Petersen,0,1,0,0,3,2,Boot,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Pollack,0,1,0,0,4,2,Tootsie,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Spielberg,0,1,0,0,5,2,ET,9,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Hoffman,0,0,1,0,1,2,Tootsie,10,1,1,1,0,4,1,4,1,0,0,0,0,1,0,0,0,0,0,0,45,0,0
1982,Kingsley,0,0,1,0,2,1,Gandhi,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0
1982,Lemmon,0,0,1,0,3,2,Missing,4,1,0,1,1,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0
1982,Newman,0,0,1,0,4,2,Verdict,5,1,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
1982,OToole,0,0,1,0,5,2,Favorite,1,0,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1982,Andrews,0,0,0,1,1,2,Victor,7,0,0,0,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,47,0,0
1982,Lange,0,0,0,1,2,2,Frances,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
1982,Spacek,0,0,0,1,3,2,Missing,4,1,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0
1982,Streep,0,0,0,1,4,1,Sophie,5,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0
1982,Winger,0,0,0,1,5,2,Officer,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
1981,Atlantic,1,0,0,0,1,2,Atlantic,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,360
1981,Chariots,1,0,0,0,2,1,Chariots,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,171
1981,Golden,1,0,0,0,3,2,Golden,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109,66
1981,Raiders,1,0,0,0,4,2,Raiders,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,290
1981,Reds,1,0,0,0,5,2,Reds,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,194,115
1981,Beatty,0,1,0,0,1,1,Reds,12,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1981,Hudson,0,1,0,0,2,2,Chariots,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Malle,0,1,0,0,3,2,Atlantic,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Rydell,0,1,0,0,4,2,Golden,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Spielberg,0,1,0,0,5,2,Raiders,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Beatty,0,0,1,0,1,2,Reds,12,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
1981,FondaH,0,0,1,0,2,1,Golden,10,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76,0,0
1981,Lancaster,0,0,1,0,3,2,Atlantic,5,1,1,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0
1981,MooreD,0,0,1,0,4,2,Arthur,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,0
1981,Newman,0,0,1,0,5,2,Absence,3,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
1981,HepburnK,0,0,0,1,1,1,Golden,10,1,1,1,1,11,3,11,3,0,0,0,0,0,0,0,0,0,0,0,74,0,0
1981,Keaton,0,0,0,1,2,2,Reds,12,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1981,Mason,0,0,0,1,3,2,Laugh,3,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1981,Sarandon,0,0,0,1,4,2,Atlantic,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1981,Streep,0,0,0,1,5,2,French,5,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0
1980,Coal,1,0,0,0,1,2,Coal,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,403
1980,Elephant,1,0,0,0,2,2,Elephant,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,172
1980,Ordinary,1,0,0,0,3,1,Ordinary,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,124,186
1980,Raging,1,0,0,0,4,2,Raging,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,102
1980,Tess,1,0,0,0,5,2,Tess,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,109
1980,Lynch,0,1,0,0,1,2,Elephant,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Polanski,0,1,0,0,2,2,Tess,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Redford,0,1,0,0,3,1,Ordinary,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1980,Rush,0,1,0,0,4,2,Stunt,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Scorsese,0,1,0,0,5,2,Raging,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,DeNiro,0,0,1,0,1,1,Raging,8,1,1,1,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0
1980,Duvall,0,0,1,0,2,2,Santini,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
1980,HurtJ,0,0,1,0,3,2,Elephant,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
1980,Lemmon,0,0,1,0,4,2,Tribute,1,0,0,1,0,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0
1980,OToole,0,0,1,0,5,2,Stunt,3,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
1980,Burstyn,0,0,0,1,1,2,Resurrection,2,0,0,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0
1980,Hawn,0,0,0,1,2,2,Benjamin,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1980,MooreMT,0,0,0,1,3,2,Ordinary,6,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0
1980,Rowlands,0,0,0,1,4,2,Gloria,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1980,Spacek,0,0,0,1,5,1,Coal,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0
1979,Apocalypse,1,0,0,0,1,2,Apocalypse,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,243
1979,Breaking,1,0,0,0,2,2,Breaking,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,276
1979,Jazz,1,0,0,0,3,2,Jazz,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,116
1979,Kramer,1,0,0,0,4,1,Kramer,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,105,119
1979,Norma,1,0,0,0,5,2,Norma,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,409
1979,Benton,0,1,0,0,1,1,Kramer,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,CoppolaFF,0,1,0,0,2,2,Apocalypse,8,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1979,Fosse,0,1,0,0,3,2,Jazz,9,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Molinaro,0,1,0,0,4,2,Cage,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Yates,0,1,0,0,5,2,Breaking,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Hoffman,0,0,1,0,1,1,Kramer,9,1,1,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0
1979,Lemmon,0,0,1,0,2,2,China,4,0,0,1,1,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0
1979,Pacino,0,0,1,0,3,2,Justice,2,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1979,Scheider,0,0,1,0,4,2,Jazz,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
1979,Sellers,0,0,1,0,5,2,Being,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0
1979,Clayburgh,0,0,0,1,1,2,Starting,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1979,Field,0,0,0,1,2,1,Norma,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0
1979,FondaJ,0,0,0,1,3,2,China,4,0,0,1,1,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,42,0,0
1979,Mason,0,0,0,1,4,2,Chapter,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
1979,Midler,0,0,0,1,5,2,Rose,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0
1978,Coming,1,0,0,0,1,2,Coming,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,418
1978,Deer,1,0,0,0,2,1,Deer,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,122
1978,Heaven,1,0,0,0,3,2,Heaven,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,285
1978,Midnight,1,0,0,0,4,2,Midnight,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,185
1978,Unmarried,1,0,0,0,5,2,Unmarried,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,400
1978,Allen,0,1,0,0,1,2,Interiors,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Ashby,0,1,0,0,2,2,Coming,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
