movieId,title
6299,"Winged Migration (Peuple migrateur, Le) (2001)"
6300,Flickering Lights (Blinkende lygter) (2000)
6301,Straw Dogs (1971)
6303,"Andromeda Strain, The (1971)"
6304,Brainscan (1994)
6305,Fahrenheit 451 (1966)
6306,I Am Trying to Break Your Heart (2002)
6308,Legal Eagles (1986)
6314,Undercover Blues (1993)
6315,Wildcats (1986)
6316,"Wiz, The (1978)"
6318,"Marrying Man, The (Too Hot to Handle) (1991)"
6319,"My Father the Hero (Mon père, ce héros.) (1991)"
6320,Scenes from a Mall (1991)
6322,Confidence (2003)
6323,Identity (2003)
6327,"Decade Under the Influence, A (2003)"
6328,House of Fools (2002)
6331,Spellbound (2002)
6332,"Lizzie McGuire Movie, The (2003)"
6333,X2: X-Men United (2003)
6334,Blue Car (2002)
6335,"Dancer Upstairs, The (2002)"
6337,Owning Mahowny (2003)
6338,Daddy Day Care (2003)
6339,"Man on the Train (Homme du train, L') (2002)"
6341,"Shape of Things, The (2003)"
6344,101 Reykjavik (101 Reykjavík) (2000)
6345,"Chorus Line, A (1985)"
6347,Beat Street (1984)
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
6352,Lambada (1990)
6354,"Carpetbaggers, The (1964)"
6355,"Girls, Les (1957)"
6356,Gunfight at the O.K. Corral (1957)
6357,High Society (1956)
6358,Kiss Me Kate (1953)
6365,"Matrix Reloaded, The (2003)"
6367,Down with Love (2003)
6368,Cinemania (2002)
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)"
6371,Pokémon Heroes (2003)
6373,Bruce Almighty (2003)
6374,"In-Laws, The (2003)"
6377,Finding Nemo (2003)
6378,"Italian Job, The (2003)"
6379,Wrong Turn (2003)
6380,Capturing the Friedmans (2003)
6382,Together (Han ni Zai Yiki) (2002)
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)"
6384,Love the Hard Way (2001)
6385,Whale Rider (2002)
6386,Nevada Smith (1966)
6387,Once a Thief (Zong heng si hai) (1991)
6392,"Man Called Horse, A (1970)"
6394,Big Jake (1971)
6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
6398,Le Mans (1971)
6400,Murder on a Sunday Morning (Un coupable idéal) (2001)
6401,Rio Lobo (1970)
6404,"White Sheik, The (Sceicco bianco, Lo) (1952)"
6405,Treasure Island (1950)
6406,Two Evil Eyes (1990)
6407,"Walk, Don't Run (1966)"
6408,Animals are Beautiful People (1974)
6409,Bend of the River (1952)
6412,Destry Rides Again (1939)
6413,"Electric Horseman, The (1979)"
6415,Intervista (1987)
6416,King Rat (1965)
6422,Shenandoah (1965)
6424,Oscar (1991)
6425,"6th Man, The (Sixth Man, The) (1997)"
6428,Two Mules for Sister Sara (1970)
6429,Winchester '73 (1950)
6430,Ziggy Stardust and the Spiders from Mars (1973)
6431,Battle Cry (1955)
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)"
6434,"Objective, Burma! (1945)"
6435,Operation Pacific (1951)
6436,This Boy's Life (1993)
6437,13 Rue Madeleine (1947)
6439,Attack! (1956)
6440,Barton Fink (1991)
6441,Battle of Britain (1969)
6442,Belle époque (1992)
6446,"Comancheros, The (1961)"
6447,Duel at Diablo (1966)
6448,"Flight of the Phoenix, The (1965)"
6450,"Heaven Knows, Mr. Allison (1957)"
6453,Man of Aran (1934)
6454,Music Box (1989)
6455,North to Alaska (1960)
6457,Sink the Bismark! (1960)
6458,"Blue Max, The (1966)"
6459,"Desert Fox, The (1951)"
6460,"Trial, The (Procès, Le) (1962)"
6461,"Unforgiven, The (1960)"
6462,"Undefeated, The (1969)"
6463,Divine Trash (1998)
6464,Good Burger (1997)
6465,Jubilee (1977)
6466,Mississippi Masala (1991)
6467,Quai des Orfèvres (Jenny Lamour) (1947)
6469,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973)
6470,Chisum (1970)
6475,Opportunity Knocks (1990)
6476,Shattered (1991)
6477,"Song of Bernadette, The (1943)"
6478,"Life and Times of Judge Roy Bean, The (1972)"
6480,Thoroughly Modern Millie (1967)
6481,Where the Heart Is (1990)
6482,Dumb and Dumberer: When Harry Met Lloyd (2003)
6484,Hollywood Homicide (2003)
6485,Rugrats Go Wild! (2003)
6492,Tycoon (Oligarkh) (2002)
6493,Alex and Emma (2003)
6497,Is Paris Burning? (Paris brûle-t-il?) (1966)
6498,Murphy's War (1971)
6500,"Satanic Rites of Dracula, The (1974)"
6502,28 Days Later (2002)
6503,Charlie's Angels: Full Throttle (2003)
6505,Ed and His Dead Mother (1993)
6506,Fulltime Killer (Chuen jik sat sau) (2001)
6508,"Bank, The (2001)"
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)
6510,"Bodies, Rest & Motion (1993)"
6511,Jesus (1979)
6512,"Long Ships, The (1963)"
6516,Anastasia (1956)
6517,"Babe, The (1992)"
6518,Flight of the Intruder (1991)
6519,Fun with Dick and Jane (1977)
6522,Man's Favorite Sport? (1964)
6523,Mr. Baseball (1992)
6524,Never on Sunday (Pote tin Kyriaki) (1960)
6525,Nuts (1987)
6529,Strange Bedfellows (1965)
6530,"Tenant, The (Locataire, Le) (1976)"
6531,"Hour of the Pig, The (1993)"
6533,"What's Up, Doc? (1972)"
6534,Hulk (2003)
6535,"Legally Blonde 2: Red, White & Blonde (2003)"
6536,Sinbad: Legend of the Seven Seas (2003)
6537,Terminator 3: Rise of the Machines (2003)
6538,Swimming Pool (2003)
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
6542,"Cuckoo, The (Kukushka) (2002)"
6547,Northfork (2003)
6548,Bad Boys II (2003)
6549,How to Deal (2003)
6550,Johnny English (2003)
6552,Dirty Pretty Things (2002)
6558,Curly Sue (1991)
6559,Little Giants (1994)
6560,Loose Cannons (1990)
6561,"Mouse That Roared, The (1959)"
6562,Spencer's Mountain (1963)
6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
6565,Seabiscuit (2003)
6566,Spy Kids 3-D: Game Over (2003)
6567,Buffalo Soldiers (2001)
6568,Camp (2003)
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)"
6574,Eve of Destruction (1991)
6575,Gator (1976)
6577,Kickboxer 2: The Road Back (1991)
6581,"Private Life of Sherlock Holmes, The (1970)"
6582,Remo Williams: The Adventure Begins (1985)
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)"
6584,"What's Up, Tiger Lily? (1966)"
6585,White Lightning (1973)
6586,American Wedding (American Pie 3) (2003)
6587,Gigli (2003)
6589,Boys Life 4: Four Play (2003)
6592,"Secret Lives of Dentists, The (2002)"
6593,Freaky Friday (2003)
6595,S.W.A.T. (2003)
6597,"Princess Blade, The (Shura Yukihime) (2001)"
6598,Step Into Liquid (2002)
6601,Big Trouble (1986)
6602,Brain Damage (1988)
6610,"Honeymoon Killers, The (1970)"
6611,Umberto D. (1952)
6612,Brother's Keeper (1992)
6614,I Love You to Death (1990)
6615,Freddy vs. Jason (2003)
6616,Grind (2003)
6617,Open Range (2003)
6618,Shaolin Soccer (Siu lam juk kau) (2001)
6619,Uptown Girls (2003)
6620,American Splendor (2003)
6624,Agent Cody Banks (2003)
6625,Camp Nowhere (1994)
6628,Hot Dog... The Movie (1984)
6629,House of Wax (1953)
6630,"Inn of the Sixth Happiness, The (1958)"
6636,"Sure Thing, The (1985)"
6638,Valley Girl (1983)
6639,Wait Until Dark (1967)
6642,Showdown in Little Tokyo (1991)
6643,Tokyo Story (Tôkyô monogatari) (1953)
6645,THX 1138 (1971)
6646,Valley of the Dolls (1967)
6649,Tunes of Glory (1960)
6650,Kind Hearts and Coronets (1949)
6652,Joe Kidd (1972)
6653,"Keep, The (1983)"
6658,10 (1979)
6659,Tremors (1990)
6660,"Red Shoes, The (1948)"
6661,Me & Isaac Newton (1999)
6662,"Pink Panther, The (1963)"
6663,"Pink Panther Strikes Again, The (1976)"
6664,Commando (1985)
6665,Dracula (1979)
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)"
6667,Waco: The Rules of Engagement (1997)
6669,Ikiru (1952)
6671,"Angel at My Table, An (1990)"
6672,War Photographer (2001)
6674,War and Peace (Jang Aur Aman) (2001)
6676,Incident at Oglala (1992)
6678,"Handmaid's Tale, The (1990)"
6679,Revolution OS (2001)
6680,Live Nude Girls Unite! (2000)
6687,My Boss's Daughter (2003)
6695,Jeepers Creepers 2 (2003)
6696,Bollywood/Hollywood (2002)
6702,Dickie Roberts: Former Child Star (2003)
6703,"Order, The (2003)"
6705,Party Monster (2003)
6707,Cabin Fever (2002)
6708,Matchstick Men (2003)
6709,Once Upon a Time in Mexico (2003)
6711,Lost in Translation (2003)
6713,Millennium Actress (Sennen joyû) (2001)
6714,So Close (Chik Yeung Tin Sai) (2002)
6721,Once Upon a Time in China (Wong Fei Hung) (1991)
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)
6724,Paper Moon (1973)
6725,Sgt. Pepper's Lonely Hearts Club Band (1978)
6730,Convoy (1978)
6731,Day of the Dead (1985)
6732,"Hello, Dolly! (1969)"
6734,Memoirs of an Invisible Man (1992)
6735,"Rose, The (1979)"
6736,See No Evil (1971)
6739,At War with the Army (1950)
6741,God told Me To (1976)
6742,"I, Madman (1989)"
6743,Jungle Book (1942)
6744,Once Bitten (1985)
6746,Squirm (1976)
6748,"Brood, The (1979)"
6749,"Prince and the Pauper, The (1937)"
6750,Anything Else (2003)
6751,Cold Creek Manor (2003)
6752,"Fighting Temptations, The (2003)"
6753,Secondhand Lions (2003)
6754,Underworld (2003)
6755,Bubba Ho-tep (2002)
6757,Demonlover (2002)
6763,Duplex (2003)
6764,"Rundown, The (2003)"
6765,Under the Tuscan Sun (2003)
6768,Luther (2003)
6770,My Life Without Me (2003)
6772,To Be and to Have (Être et avoir) (2002)
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
6774,Videodrome (1983)
6777,Judgment at Nuremberg (1961)
6779,"Same Time, Next Year (1978)"
6780,"Brief History of Time, A (1991)"
6782,Leningrad Cowboys Go America (1989)
6783,"Rules of the Game, The (La règle du jeu) (1939)"
6784,"Song Remains the Same, The (1976)"
6785,Seven Brides for Seven Brothers (1954)
6786,Kiss of the Spider Woman (1985)
6787,All the President's Men (1976)
6790,Avalon (2001)
6791,Babette's Feast (Babettes gæstebud) (1987)
6793,Beethoven (1992)
6794,Beethoven's 2nd (1993)
6795,Black Moon Rising (1986)
6796,Boyz N the Hood (1991)
6797,Bugsy (1991)
6798,Bugsy Malone (1976)
6800,Cobra (1986)
6803,Phenomena (a.k.a. Creepers) (1985)
6805,Crying Freeman (1995)
6806,Time and Tide (Seunlau Ngaklau) (2000)
6807,Monty Python's The Meaning of Life (1983)
6808,Where Eagles Dare (1968)
6809,Tightrope (1984)
6810,Sleeping with the Enemy (1991)
6811,PCU (1994)
6812,"Rookie, The (1990)"
6814,City Heat (1984)
6816,Three O'Clock High (1987)
6817,"White Hunter, Black Heart (1990)"
6818,Come and See (Idi i smotri) (1985)
6820,Ginger Snaps (2000)
6825,"Reluctant Astronaut, The (1967)"
6826,"Shakiest Gun in the West, The (1968)"
6827,It's Pat (1994)
6832,Regarding Henry (1991)
6844,Oleanna (1994)
6848,Kingdom of the Spiders (1977)
6850,Leap of Faith (1992)
6851,"Gas, Food, Lodging (1992)"
6852,In Cold Blood (1967)
6854,"Bedford Incident, The (1965)"
6856,Yankee Doodle Dandy (1942)
6857,Ninja Scroll (Jûbei ninpûchô) (1995)
6858,Knife in the Water (Nóz w wodzie) (1962)
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)"
6862,Out of Time (2003)
6863,School of Rock (2003)
6864,"Concert for George, The (2003)"
6867,"Station Agent, The (2003)"
6868,Wonderland (2003)
6869,Bus 174 (Ônibus 174) (2002)
6870,Mystic River (2003)
6872,"House of the Dead, The (2003)"
6873,Intolerable Cruelty (2003)
6874,Kill Bill: Vol. 1 (2003)
6879,Runaway Jury (2003)
6880,"Texas Chainsaw Massacre, The (2003)"
6881,Pieces of April (2003)
6882,Returner (Ritaanaa) (2002)
6883,Sylvia (2003)
6884,Veronica Guerin (2003)
6885,In the Cut (2003)
6887,Radio (2003)
6888,Scary Movie 3 (2003)
6889,Brother Bear (2003)
6890,Elephant (2003)
6893,"Italian Job, The (1969)"
6898,Sweet Sixteen (2002)
6900,Black Sunday (1977)
6902,Interstate 60 (2002)
6903,Lipstick (1976)
6906,That Was Then... This Is Now (1985)
6908,"Black Scorpion, The (1957)"
6909,"Eye, The (Gin gwai) (Jian gui) (2002)"
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973)
6911,"Jolson Story, The (1946)"
6918,"Unvanquished, The (Aparajito) (1957)"
6920,"Cercle Rouge, Le (Red Circle, The) (1970)"
6926,"Solid Gold Cadillac, The (1956)"
6927,"Human Stain, The (2003)"
6932,Shattered Glass (2003)
6934,"Matrix Revolutions, The (2003)"
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)"
6936,Elf (2003)
6938,Billabong Odyssey (2003)
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
6942,Love Actually (2003)
6944,Father of the Bride (1991)
6945,My Architect: A Son's Journey (2003)
6947,Master and Commander: The Far Side of the World (2003)
6948,Tupac: Resurrection (2003)
6950,"Missing, The (2003)"
6951,"Cat in the Hat, The (2003)"
6952,Gothika (2003)
6953,21 Grams (2003)
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)"
6957,Bad Santa (2003)
6958,"Haunted Mansion, The (2003)"
6959,Timeline (2003)
6963,Devil's Playground (2002)
6966,Darkman (1990)
6967,Dead of Night (1945)
6970,Desk Set (1957)
6971,Europa (Zentropa) (1991)
6974,"Freshman, The (1990)"
6975,Funny Games (1997)
6976,Tales from the Crypt (1972)
6977,New Jack City (1991)
6978,Slacker (1991)
6979,WarGames (1983)
6983,Jane Eyre (1944)
6984,"Tale of Two Cities, A (1935)"
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)"
6986,Ben-Hur: A Tale of the Christ (1925)
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
6989,Gorky Park (1983)
6990,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)"
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)"
6992,Guarding Tess (1994)
6993,Hannah and Her Sisters (1986)
6994,"Hard Way, The (1991)"
6995,Hercules in New York (1970)
6996,Highlander II: The Quickening (1991)
6997,Hoffa (1992)
6999,Housesitter (1992)
7000,Hudson Hawk (1991)
7001,Invasion of the Body Snatchers (1978)
7004,Kindergarten Cop (1990)
7005,King Ralph (1991)
7007,"Last Boy Scout, The (1991)"
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972)
7010,"Lover, The (Amant, L') (1992)"
7012,Mr. Destiny (1990)
7013,"Night of the Hunter, The (1955)"
7014,Nowhere to Run (1993)
7016,Over the Top (1987)
7017,Passenger 57 (1992)
7018,Presumed Innocent (1990)
7022,Battle Royale (Batoru rowaiaru) (2000)
7023,"Wedding Banquet, The (Xi yan) (1993)"
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)"
7026,Summer School (1987)
7027,Silverado (1985)
7028,Quick Change (1990)
7029,Rabid (1977)
7030,Radio Flyer (1992)
7031,"Real McCoy, The (1993)"
7032,Revenge (1990)
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)"
7034,Show Me Love (Fucking Åmål) (1998)
7036,Teen Wolf (1985)
7037,High Heels (Tacones lejanos) (1991)
7038,Things You Can Tell Just by Looking at Her (2000)
7039,Thunderheart (1992)
7040,To Live and Die in L.A. (1985)
7042,Betty Blue (37°2 le matin) (1986)
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962)
7044,Wild at Heart (1990)
7045,"Witches, The (1990)"
7046,"Witches of Eastwick, The (1987)"
7048,Nothing to Lose (1997)
7049,Flying Down to Rio (1933)
7051,"What's New, Pussycat (1965)"
7053,Roberta (1935)
7054,Little Women (1949)
7055,Swing Time (1936)
7056,"Public Enemy, The (1931)"
7058,Life with Father (1947)
7059,National Velvet (1944)
7060,Jesus Christ Superstar (1973)
7061,Dark Victory (1939)
7062,Birdman of Alcatraz (1962)
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)"
7064,Beauty and the Beast (La belle et la bête) (1946)
7065,"Birth of a Nation, The (1915)"
7068,Last Year at Marienbad (L'Année dernière à Marienbad) (1961)
7070,Red River (1948)
7071,"Woman Under the Influence, A (1974)"
7072,Stagecoach (1939)
7073,"Shot in the Dark, A (1964)"
7074,"Navigator, The (1924)"
7075,"Court Jester, The (1956)"
7076,Bullitt (1968)
7079,"Hunchback of Notre Dame, The (1939)"
7080,42nd Street (1933)
7082,That Touch of Mink (1962)
7084,"Play It Again, Sam (1972)"
7086,Pygmalion (1938)
7087,"Passage to India, A (1984)"
7088,Black Orpheus (Orfeu Negro) (1959)
7089,Amarcord (1973)
7090,Hero (Ying xiong) (2002)
7091,Horse Feathers (1932)
7092,Anna Karenina (1935)
7093,"Front Page, The (1974)"
7095,Looking for Mr. Goodbar (1977)
7096,Rivers and Tides (2001)
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
7101,Doc Hollywood (1991)
7102,Dragnet (1987)
7104,1941 (1979)
7107,Foul Play (1978)
7115,Deep Red (Profondo rosso) (1975)
7116,Diabolique (Les diaboliques) (1955)
7117,Leprechaun (1993)
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987)
7119,Crazy People (1990)
7121,Adam's Rib (1949)
7122,King of Hearts (1966)
7123,Naked Lunch (1991)
7124,Grass (1999)
7125,Spring Forward (1999)
7126,"Killing of a Chinese Bookie, The (1976)"
7128,Things to Come (1936)
7130,Darling (1965)
7132,"Night at the Opera, A (1935)"
7133,Metalstorm: The Destruction of Jared-Syn (1983)
7134,"Element of Crime, The (Forbrydelsens Element) (1984)"
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960)
7137,"Cooler, The (2003)"
7139,In America (2002)
7143,"Last Samurai, The (2003)"
7147,Big Fish (2003)
7149,Something's Gotta Give (2003)
7150,Stuck on You (2003)
7151,Girl with a Pearl Earring (2003)
7153,"Lord of the Rings: The Return of the King, The (2003)"
7154,Mona Lisa Smile (2003)
7155,Calendar Girls (2003)
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)"
7157,"Hebrew Hammer, The (2003)"
7158,House of Sand and Fog (2003)
7160,Monster (2003)
7161,Cheaper by the Dozen (2003)
7162,Cold Mountain (2003)
7163,Paycheck (2003)
7164,Peter Pan (2003)
7169,Chasing Liberty (2004)
7171,Aileen: Life and Death of a Serial Killer (2003)
7172,Distant (Uzak) (2002)
7173,Along Came Polly (2004)
7175,Torque (2004)
7178,"Great Gatsby, The (1974)"
7184,This Property is Condemned (1966)
7185,Real Men (1987)
7189,"Car 54, Where Are You? (1994)"
7190,Jane Eyre (1970)
7193,"Adventures of Ford Fairlane, The (1990)"
7198,"Pick-up Artist, The (1987)"
7199,Melvin Goes to Dinner (2003)
7200,"Court-Martial of Billy Mitchell, The (1955)"
7202,Beyond Re-Animator (2003)
7204,Hells Angels on Wheels (1967)
7205,"Wind and the Lion, The (1975)"
7206,Mon Oncle (My Uncle) (1958)
7207,Where the Boys Are (1960)
7208,Dr. Jekyll and Mr. Hyde (1941)
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
7210,My Darling Clementine (1946)
7212,I Was a Male War Bride (1949)
7213,Divorce American Style (1967)
7215,To Have and Have Not (1944)
7216,High Sierra (1941)
7218,"Ox-Bow Incident, The (1943)"
7219,They Drive by Night (1940)
7220,Micki + Maude (1984)
7222,Reefer Madness (a.k.a. Tell Your Children) (1938)
7223,D.O.A. (1950)
7225,Pumping Iron (1977)
7226,No Good Deed (a.k.a. The House on Turk Street) (2002)
7228,Cool World (1992)
7234,"Strada, La (1954)"
7235,Ichi the Killer (Koroshiya 1) (2001)
7236,"Boy and His Dog, A (1975)"
7239,Marooned (1969)
7243,Intolerance: Love's Struggle Throughout the Ages (1916)
7244,"Beast of Yucca Flats, The (1961)"
7247,Chitty Chitty Bang Bang (1968)
7250,"Out of Towners, The (1970)"
7251,Where the Day Takes You (1992)
7252,"Three Stooges in Orbit, The (1962)"
7253,It (1927)
7254,The Butterfly Effect (2004)
7255,Win a Date with Tad Hamilton! (2004)
7256,Touching the Void (2003)
7259,You Got Served (2004)
7263,Miracle (2004)
7265,"Dreamers, The (2003)"
7266,"Lost Skeleton of Cadavra, The (2002)"
7270,Sleep with Me (1994)
7272,Super Fly (Superfly) (1972)
7274,Let's Do It Again (1975)
7275,Uptown Saturday Night (1974)
7278,Daddy and Them (2001)
7280,Blacula (1972)
7281,"Scream, Blacula, Scream! (1973)"
7282,"Hip Hop Witch, Da (2000)"
7283,Swing Shift (1984)
7285,Thirteen (2003)
7286,Simple Men (1992)
7289,"Silent Night, Bloody Night (1973)"
7293,50 First Dates (2004)
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003)
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)
7300,Vanishing Point (1971)
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951)
7303,"Diary of Anne Frank, The (1959)"
7304,Allegro non troppo (1977)
7305,Black Widow (1987)
7306,"Herod's Law (Ley de Herodes, La) (2000)"
7307,Flesh & Blood (1985)
7308,King Solomon's Mines (1985)
7310,Raw Deal (1986)
7311,"Goodbye, Mr. Chips (1939)"
7312,"Follow Me, Boys! (1966)"
7313,Fire Birds (1990)
7314,Robot Stories (2003)
7316,Confessions of a Teenage Drama Queen (2004)
7317,EuroTrip (2004)
7318,"Passion of the Christ, The (2004)"
7319,Club Dread (2004)
7321,Twisted (2004)
7323,"Good bye, Lenin! (2003)"
7324,Hidalgo (2004)
7325,Starsky & Hutch (2004)
7326,"Reckoning, The (2004)"
7327,Persona (1966)
7332,Fire Down Below (1957)
7335,Pickup on South Street (1953)
7338,Richard III (1955)
7340,Just One of the Guys (1985)
7341,The Chase (1966)
7342,"Kiss, The (1988)"
7345,Agent Cody Banks 2: Destination London (2004)
7346,"Girl Next Door, The (2004)"
7347,Secret Window (2004)
7348,Spartan (2004)
7352,Wilbur Wants to Kill Himself (2002)
7354,Mad Dog and Glory (1993)
7360,Dawn of the Dead (2004)
7361,Eternal Sunshine of the Spotless Mind (2004)
7362,Taking Lives (2004)
7364,Intermission (2003)
7365,Noi the Albino (Nói albinói) (2003)
7366,Jersey Girl (2004)
7367,"Ladykillers, The (2004)"
7368,Never Die Alone (2004)
7369,Scooby-Doo 2: Monsters Unleashed (2004)
7371,Dogville (2003)
7373,Hellboy (2004)
7375,"Prince & Me, The (2004)"
7376,Walking Tall (2004)
7377,"United States of Leland, The (2003)"
7378,Johnson Family Vacation (2004)
7379,"Alamo, The (2004)"
7380,Ella Enchanted (2004)
7381,"Whole Ten Yards, The (2004)"
7386,"Ten Commandments, The (1956)"
7387,Dawn of the Dead (1978)
7391,"Mother, Jugs & Speed (1976)"
7392,Bandolero! (1968)
7394,Those Magnificent Men in Their Flying Machines (1965)
7395,Cheaper by the Dozen (1950)
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973)
7397,"Baby, the Rain Must Fall (1965)"
7402,"Food of the Gods, The (1976)"
7410,"Osterman Weekend, The (1983)"
7413,Hangman's Curse (2003)
7415,"Late Show, The (1977)"
7416,"Sunshine Boys, The (1975)"
7418,"American Nightmare, The (2000)"
7419,After Hours (1985)
7423,Hitman Hart: Wrestling with Shadows (1998)
7437,Connie and Carla (2004)
7438,Kill Bill: Vol. 2 (2004)
7439,"Punisher, The (2004)"
7442,Young Adam (2003)
7444,13 Going on 30 (2004)
7445,Man on Fire (2004)
7448,Envy (2004)
7449,Godsend (2004)
7450,Laws of Attraction (2004)
7451,Mean Girls (2004)
7453,New York Minute (2004)
7454,Van Helsing (2004)
7458,Troy (2004)
7460,Coffee and Cigarettes (2003)
7474,"Boys in the Band, The (1970)"
7477,Eye See You (D-Tox) (2002)
7478,Swimming to Cambodia (1987)
7480,Under Fire (1983)
7481,Enemy Mine (1985)
7482,Enter the Dragon (1973)
7484,Gimme Shelter (1970)
7485,Good Morning (Ohayô) (1959)
7487,Henry & June (1990)
7489,"Nasty Girl, The (schreckliche Mädchen, Das) (1990)"
7492,Martin (1977)
7493,"Three Faces of Eve, The (1957)"
7502,Band of Brothers (2001)
7505,"Kingdom, The (Riget) (1994)"
7541,100 Girls (2000)
7560,Fail-Safe (1964)
7561,Paperhouse (1988)
7563,"Discovery of Heaven, The (2001)"
7564,Kwaidan (Kaidan) (1964)
7566,28 Up (1985)
7569,You Only Live Twice (1967)
7570,Octopussy (1983)
7572,Wit (2001)
7573,Never Say Never Again (1983)
7579,Pride and Prejudice (1940)
7584,Woman of the Year (1942)
7586,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)
7587,"Samouraï, Le (Godson, The) (1967)"
7614,Oklahoma! (1955)
7616,Body Double (1984)
7617,Rooster Cogburn (1975)
7618,Chaplin (1992)
7619,"Miracle Worker, The (1962)"
7620,Monster in a Box (1992)
7624,School Ties (1992)
7636,Raising Cain (1992)
7637,Irma Vep (1996)
7646,Rose Red (2002)
7648,Wildflowers (1999)
7649,Babylon 5: In the Beginning (1998)
7650,"Witchfinder General (Conquerer Worm, The) (1968)"
7669,Pride and Prejudice (1995)
7675,"Canterville Ghost, The (1944)"
7697,"Prince and the Showgirl, The (1957)"
7698,"China Syndrome, The (1979)"
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
7701,Look Who's Talking Too (1990)
7702,"Bells of St. Mary's, The (1945)"
7705,Pat and Mike (1952)
7706,Animal Crackers (1930)
7713,Cat People (1942)
7720,"Four Musketeers, The (1974)"
7725,On Deadly Ground (1994)
7728,"Postman Always Rings Twice, The (1946)"
7742,Baxter (1989)
7743,Explorers (1985)
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
7748,Pierrot le fou (1965)
7757,Jason and the Argonauts (1963)
7759,Nostalghia (1983)
7762,"Tinker, Tailor, Soldier, Spy (1979)"
7766,Throne of Blood (Kumonosu jô) (1957)
7767,"Best of Youth, The (La meglio gioventù) (2003)"
7771,Zorba the Greek (Alexis Zorbas) (1964)
7773,"Bang, Bang, You're Dead (2002)"
7775,"Thin Blue Lie, The (2000)"
7781,Twister (1990)
7782,Sniper (1993)
7787,To Hell and Back (1955)
7790,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)"
7791,Internal Affairs (1990)
7792,"Parallax View, The (1974)"
7802,"Warriors, The (1979)"
7810,Babylon 5: A Call to Arms (1999)
7811,Babylon 5: The River of Souls (1998)
7812,Babylon 5: Thirdspace (1998)
7814,Waterloo (1970)
7815,True Stories (1986)
7817,Zardoz (1974)
7820,"Virgin Spring, The (Jungfrukällan) (1960)"
7826,"Secret Life of Walter Mitty, The (1947)"
7827,Cypher (2002)
7831,Another Thin Man (1939)
7832,"Thin Man Goes Home, The (1945)"
7833,Shadow of the Thin Man (1941)
7834,After the Thin Man (1936)
7835,Song of the Thin Man (1947)
7836,Woodstock (1970)
7839,Love Crazy (1941)
7840,Gunga Din (1939)
7841,Children of Dune (2003)
7842,Dune (2000)
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
7845,Tremors II: Aftershocks (1996)
