Case,No,Task,CC1,GN1,NS1,BU1,FA1,LD1,BZ1,FC1,FP1,RP1,PP1,KA1,SC1,TS1,NV1,MA1,LB1,AF1,HU1,Price1,CC2,GN2,NS2,BU2,FA2,LD2,BZ2,FC2,FP2,RP2,PP2,KA2,SC2,TS2,NV2,MA2,LB2,AF2,HU2,Price2,CC3,GN3,NS3,BU3,FA3,LD3,BZ3,FC3,FP3,RP3,PP3,KA3,SC3,TS3,NV3,MA3,LB3,AF3,HU3,Price3,CC4,GN4,NS4,BU4,FA4,LD4,BZ4,FC4,FP4,RP4,PP4,KA4,SC4,TS4,NV4,MA4,LB4,AF4,HU4,Price4,Ch1,Ch2,Ch3,Ch4,segment,segmentind,year,yearind,miles,milesind,milesa,night,nightind,nighta,gender,genderind,age,ageind,agea,educ,educind,region,regionind,Urb,Urbind,income,incomeind,incomea,Choice
255,4842,16,3,0,2,6,2,0,2,0,0,0,1,0,0,3,1,0,4,0,0,12,3,0,5,5,2,0,3,0,0,0,2,0,0,2,2,0,3,0,0,7,3,0,3,6,1,0,1,0,0,0,3,0,0,2,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Small Car,6,2004,5,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,60 & Over,5,76,Postgraduate College,4,NE,2,Suburban,2,"$40,000 to $49,999",3,40000,Ch4
255,4843,17,0,2,0,4,0,0,0,2,2,2,0,2,2,0,0,4,0,1,0,6,0,1,0,6,0,0,0,2,4,1,0,2,3,0,0,4,0,1,0,4,0,1,0,4,0,0,0,2,3,2,0,2,3,0,0,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Small Car,6,2004,5,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,60 & Over,5,76,Postgraduate College,4,NE,2,Suburban,2,"$40,000 to $49,999",3,40000,Ch4
255,4844,18,0,2,2,0,2,3,0,2,0,1,2,0,2,0,0,4,0,0,0,10,0,1,1,0,2,2,0,1,0,2,1,0,4,0,0,4,0,0,0,7,0,1,4,0,1,2,0,2,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Small Car,6,2004,5,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,60 & Over,5,76,Postgraduate College,4,NE,2,Suburban,2,"$40,000 to $49,999",3,40000,Ch4
255,4845,19,1,0,0,0,0,0,1,0,4,0,0,1,0,2,3,0,1,1,2,3,3,0,0,0,0,0,2,0,2,0,0,2,0,3,1,0,4,2,1,10,3,0,0,0,0,0,1,0,4,0,0,1,0,3,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Small Car,6,2004,5,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,60 & Over,5,76,Postgraduate College,4,NE,2,Suburban,2,"$40,000 to $49,999",3,40000,Ch4
256,4846,1,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0,1,3,1,0,4,0,2,0,0,1,0,1,0,0,1,0,0,2,1,0,4,3,2,0,1,0,2,0,0,2,0,2,0,0,2,0,0,3,2,0,2,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4847,2,3,0,0,4,0,3,0,2,4,0,1,2,0,0,3,0,0,0,2,8,1,0,0,1,0,1,0,2,2,0,1,1,0,0,1,0,0,0,2,8,3,0,0,2,0,2,0,2,2,0,3,2,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch3
256,4848,3,0,1,1,5,0,0,0,0,4,1,1,0,0,3,2,0,0,3,0,6,0,1,3,3,0,0,0,0,2,1,1,0,0,3,1,0,0,2,0,4,0,2,1,6,0,0,0,0,2,2,2,0,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4849,4,2,0,4,0,2,1,0,0,0,0,0,1,4,0,0,1,4,0,2,5,1,0,1,0,2,3,0,0,0,0,0,2,3,0,0,4,2,0,1,3,2,0,3,0,1,3,0,0,0,0,0,1,1,0,0,3,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4850,5,0,1,5,0,0,1,3,2,0,0,3,0,0,1,0,0,0,3,1,3,0,1,3,0,0,3,3,2,0,0,3,0,0,3,0,0,0,1,2,3,0,2,5,0,0,2,1,2,0,0,1,0,0,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch3
256,4851,6,2,0,0,0,1,0,3,2,1,2,0,1,1,0,2,0,0,0,0,7,3,0,0,0,2,0,2,2,2,1,0,2,3,0,1,0,0,0,0,4,3,0,0,0,2,0,1,2,3,2,0,2,3,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4852,7,1,0,2,2,0,0,2,1,0,2,3,0,0,0,0,1,1,0,0,8,1,0,1,6,0,0,1,2,0,1,2,0,0,0,0,3,1,0,0,3,2,0,5,4,0,0,3,1,0,1,3,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch3
256,4853,8,2,2,0,0,0,3,0,0,2,0,0,0,4,3,2,4,1,0,0,11,1,1,0,0,0,3,0,0,4,0,0,0,2,3,3,2,3,0,0,7,3,2,0,0,0,1,0,0,1,0,0,0,1,2,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4854,9,0,0,0,4,2,2,3,0,0,1,0,2,0,0,2,0,0,2,2,2,0,0,0,3,2,3,3,0,0,1,0,2,0,0,2,0,0,1,2,5,0,0,0,2,1,3,2,0,0,2,0,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4855,10,0,0,0,0,1,0,0,1,4,0,2,2,2,3,0,2,0,0,1,9,0,0,0,0,2,0,0,1,2,0,2,2,2,1,0,2,0,0,1,5,0,0,0,0,2,0,0,1,4,0,3,1,4,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4856,11,3,2,2,1,0,0,0,0,0,0,0,2,1,3,0,0,4,3,0,3,1,2,5,3,0,0,0,0,0,0,0,1,4,1,0,0,1,2,0,7,3,1,4,5,0,0,0,0,0,0,0,2,1,2,0,0,2,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4857,12,0,2,3,0,2,0,1,0,4,0,1,0,0,0,2,2,1,0,0,7,0,2,2,0,2,0,1,0,2,0,1,0,0,0,1,1,1,0,0,11,0,2,3,0,1,0,2,0,4,0,1,0,0,0,2,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch3
256,4858,13,0,1,0,2,0,2,0,1,1,2,0,0,0,0,0,3,0,2,1,1,0,1,0,3,0,3,0,2,1,1,0,0,0,0,0,1,0,1,1,11,0,2,0,3,0,1,0,2,1,1,0,0,0,0,0,4,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch3
256,4859,14,1,0,0,0,2,1,0,1,0,0,3,0,1,0,3,0,3,2,0,8,3,0,0,0,2,2,0,2,0,0,2,0,1,0,2,0,3,2,0,3,3,0,0,0,2,3,0,1,0,0,2,0,3,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4860,15,0,0,4,4,0,0,3,0,0,1,0,1,2,2,1,0,0,0,2,12,0,0,1,6,0,0,2,0,0,2,0,1,2,2,2,0,0,0,1,8,0,0,5,6,0,0,1,0,0,1,0,2,4,2,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4861,16,2,2,0,0,0,3,2,1,0,1,0,0,0,2,0,0,2,0,2,3,2,2,0,0,0,2,3,1,0,2,0,0,0,2,0,0,2,0,1,7,2,1,0,0,0,3,3,1,0,1,0,0,0,2,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4862,17,0,0,3,1,2,1,0,0,3,0,1,1,0,0,0,1,0,2,0,11,0,0,5,1,1,1,0,0,2,0,1,2,0,0,0,2,0,1,0,5,0,0,1,5,1,3,0,0,2,0,2,1,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
256,4863,18,3,0,0,3,0,0,2,1,0,0,3,0,0,1,3,4,0,3,0,7,3,0,0,3,0,0,3,2,0,0,3,0,0,1,1,1,0,2,0,12,3,0,0,4,0,0,1,1,0,0,3,0,0,1,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch1
256,4864,19,0,2,4,0,1,0,0,0,4,2,0,2,2,0,0,0,2,0,1,4,0,1,3,0,2,0,0,0,2,1,0,1,4,0,0,0,2,0,1,5,0,2,1,0,2,0,0,0,4,2,0,2,1,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,51 To 100 Miles,2,100,31% To 40%,4,40,Male,2,Under 30,1,20,Some College (1-3 Years),5,NE,2,Suburban,2,"$250,000 to $259,999",24,250000,Ch2
257,4865,1,3,2,0,2,0,0,0,0,0,0,0,2,3,0,1,3,3,2,0,3,1,1,0,3,0,0,0,0,0,0,0,1,3,0,3,3,1,3,0,11,2,2,0,3,0,0,0,0,0,0,0,1,2,0,2,3,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch1
257,4866,2,0,0,4,0,2,1,2,1,2,0,2,0,0,1,0,0,0,0,1,2,0,0,1,0,1,2,1,2,2,0,3,0,0,1,0,0,0,0,2,2,0,0,4,0,1,2,1,1,1,0,2,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4867,3,3,2,0,1,2,3,0,2,0,1,0,1,0,0,1,0,0,0,0,8,1,2,0,1,1,3,0,2,0,1,0,2,0,0,3,0,0,0,0,8,1,2,0,3,2,1,0,2,0,1,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4868,4,0,0,4,0,0,0,2,0,3,1,3,0,0,0,0,3,2,1,1,9,0,0,4,0,0,0,1,0,4,2,3,0,0,0,0,4,3,1,2,2,0,0,1,0,0,0,3,0,1,2,1,0,0,0,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch3
257,4869,5,0,1,2,1,2,0,0,0,0,0,0,0,4,3,3,4,0,0,2,1,0,2,4,6,2,0,0,0,0,0,0,0,4,2,2,4,0,0,2,9,0,2,2,3,2,0,0,0,0,0,0,0,4,2,3,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch1
257,4870,6,2,0,0,0,0,2,3,1,3,0,0,0,2,2,0,0,1,3,0,4,1,0,0,0,0,2,2,2,3,0,0,0,4,2,0,0,4,1,0,12,3,0,0,0,0,2,2,1,4,0,0,0,3,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch1
257,4871,7,0,2,4,0,1,1,0,0,0,2,3,2,3,0,0,0,2,0,0,7,0,2,4,0,2,2,0,0,0,1,3,2,4,0,0,0,4,0,0,10,0,1,2,0,2,1,0,0,0,2,1,2,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch3
257,4872,8,0,0,0,4,0,0,0,2,2,1,1,1,0,2,1,0,0,1,0,11,0,0,0,6,0,0,0,1,1,2,2,1,0,2,1,0,0,1,0,3,0,0,0,1,0,0,0,1,4,1,1,2,0,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4873,9,1,0,0,0,1,0,2,1,2,1,0,2,0,0,0,2,0,0,2,5,2,0,0,0,2,0,2,2,1,1,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,3,2,2,2,0,2,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4874,10,2,1,2,4,0,0,1,0,0,0,3,0,0,3,0,0,0,3,2,6,3,2,5,1,0,0,2,0,0,0,3,0,0,2,0,0,0,3,2,4,3,1,5,5,0,0,1,0,0,0,3,0,0,1,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
257,4875,11,0,0,4,0,0,3,2,0,0,1,0,0,4,3,3,3,3,0,0,3,0,0,1,0,0,2,1,0,0,1,0,0,1,1,3,1,2,0,0,6,0,0,5,0,0,1,2,0,0,1,0,0,1,2,1,2,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4876,12,3,2,0,0,2,0,0,2,0,0,1,0,4,0,3,0,4,0,2,3,1,1,0,0,2,0,0,2,0,0,3,0,4,0,1,0,2,0,1,2,3,1,0,0,1,0,0,2,0,0,3,0,4,0,1,0,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4877,13,0,0,0,1,1,1,0,0,3,0,0,1,1,0,0,1,0,1,1,11,0,0,0,2,2,1,0,0,2,0,0,1,3,0,0,4,0,3,1,8,0,0,0,2,2,3,0,0,1,0,0,1,3,0,0,4,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4878,14,2,1,2,5,0,2,0,2,0,2,0,0,0,0,0,1,0,2,0,5,3,2,5,4,0,3,0,1,0,2,0,0,0,0,0,1,0,1,0,2,2,1,2,3,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
257,4879,15,0,1,0,0,0,0,3,0,3,0,1,2,0,3,3,0,2,3,0,3,0,1,0,0,0,0,2,0,4,0,2,1,0,3,2,0,2,3,0,12,0,1,0,0,0,0,2,0,1,0,2,1,0,1,2,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
257,4880,16,0,0,2,3,0,0,2,1,3,0,0,2,4,0,0,0,1,0,2,7,0,0,4,2,0,0,1,1,4,0,0,2,2,0,0,0,4,0,1,10,0,0,2,2,0,0,1,1,4,0,0,2,3,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
257,4881,17,2,0,0,0,1,3,0,0,0,2,2,0,0,1,2,2,0,0,2,11,1,0,0,0,2,3,0,0,0,1,2,0,0,2,3,3,0,0,2,2,1,0,0,0,2,1,0,0,0,1,3,0,0,2,2,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch2
257,4882,18,2,0,3,0,1,1,0,2,0,0,0,1,0,2,0,0,4,1,0,8,3,0,2,0,1,2,0,2,0,0,0,1,0,1,0,0,3,1,0,4,3,0,3,0,1,3,0,2,0,0,0,2,0,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
257,4883,19,0,1,0,6,0,0,2,0,1,2,1,0,4,0,1,1,0,0,0,12,0,1,0,6,0,0,3,0,1,2,1,0,4,0,1,3,0,0,0,7,0,1,0,2,0,0,3,0,3,1,2,0,3,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2006,7,151 To 200 Miles,4,165,21% To 30%,3,25,Male,2,40 To 49,3,47,Some College (1-3 Years),5,NE,2,Suburban,2,"$40,000 to $49,999",3,49000,Ch4
258,4884,1,0,0,0,4,2,2,0,1,2,0,1,2,0,0,0,1,2,0,0,2,0,0,0,2,1,3,0,1,3,0,3,1,0,0,0,2,1,0,0,12,0,0,0,4,1,2,0,1,1,0,1,1,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
258,4885,2,3,1,0,0,1,2,1,0,0,2,0,0,0,2,3,0,0,1,0,6,3,2,0,0,2,1,1,0,0,2,0,0,0,3,1,0,0,2,0,10,1,1,0,0,1,3,2,0,0,2,0,0,0,1,1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
258,4886,3,0,0,5,0,0,2,0,2,1,0,0,0,4,2,1,4,0,0,2,1,0,0,3,0,0,1,0,1,1,0,0,0,1,2,1,4,0,0,1,8,0,0,5,0,0,3,0,1,3,0,0,0,2,2,3,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
258,4887,4,3,1,3,0,0,0,3,0,0,1,2,1,4,0,0,0,4,0,0,12,3,2,4,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,11,3,1,3,0,0,0,3,0,0,2,1,2,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
258,4888,5,0,0,4,2,1,0,0,0,2,0,0,2,1,2,1,0,0,1,0,2,0,0,2,1,2,0,0,0,4,0,0,1,2,1,2,0,0,3,0,8,0,0,4,4,1,0,0,0,3,0,0,2,3,3,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
258,4889,6,2,1,0,4,0,1,3,2,0,0,0,0,0,0,0,1,0,3,2,4,3,2,0,6,0,1,2,2,0,0,0,0,0,0,0,4,0,2,1,7,2,2,0,1,0,1,2,1,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch3
258,4890,7,0,0,0,0,2,2,2,1,0,1,2,0,2,0,2,0,3,0,0,11,0,0,0,0,2,2,2,1,0,2,3,0,3,0,3,0,4,0,0,11,0,0,0,0,1,1,2,1,0,2,1,0,1,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2005,6,151 To 200 Miles,4,200,10% To 20%,2,20,Male,2,50 To 59,4,59,Postgraduate College,4,NE,2,Suburban,2,"$60,000 to $69,999",5,65000,Ch4
